,Horsepower,Curb Weight,City MPG,Highway MPG,Combined MPG,Fuel Capacity,Drivetrain,Recommended Fuel,Car Model,Year,Model Full Name
517,175 @ 5800 RPM,3593 lbs.,25 mpg,33 mpg,28 mpg,18.5 gallons,AWD,Regular,subaru/outback,2016,Subaru Outback
518,175 @ 5800 RPM,3580 lbs.,25 mpg,32 mpg,28 mpg,18.5 gallons,AWD,Regular,subaru/outback,2017,Subaru Outback
519,175 @ 5800 RPM,3580 lbs.,25 mpg,32 mpg,28 mpg,18.5 gallons,AWD,Regular,subaru/outback,2018,Subaru Outback
520,174 @ 5800 RPM,3624 lbs.,25 mpg,32 mpg,28 mpg,18.5 gallons,AWD,Regular,subaru/outback,2019,Subaru Outback
521,182 @ 5800 RPM,3634 lbs.,26 mpg,33 mpg,29 mpg,18.5 gallons,AWD,Regular,subaru/outback,2020,Subaru Outback
522,182 @ 5800 RPM,3635 lbs.,26 mpg,33 mpg,29 mpg,18.5 gallons,AWD,Regular,subaru/outback,2021,Subaru Outback
523,182 @ 5800 RPM,3637 lbs.,26 mpg,33 mpg,29 mpg,18.5 gallons,AWD,Regular,subaru/outback,2022,Subaru Outback
524,182 @ 5800 RPM,3641 lbs.,26 mpg,32 mpg,28 mpg,18.5 gallons,AWD,Regular,subaru/outback,2023,Subaru Outback
525,182 @ 5800 RPM,3641 lbs.,26 mpg,32 mpg,28 mpg,18.5 gallons,AWD,Regular,subaru/outback,2024,Subaru Outback
526,175 @ 6000 RPM,3796 lbs.,21 mpg,29 mpg,24 mpg,18.0 gallons,FWD,Regular,kia/sorento,2011,Kia Sorento
527,175 @ 6000 RPM,,20 mpg,27 mpg,22 mpg,18.0 gallons,FWD,Regular,kia/sorento,2012,Kia Sorento
528,191 @ 6300 RPM,3605 lbs.,21 mpg,30 mpg,24 mpg,18.0 gallons,FWD,Regular,kia/sorento,2013,Kia Sorento
529,191 @ 6300 RPM,3594 lbs.,20 mpg,26 mpg,22 mpg,17.4 gallons,FWD,Regular,kia/sorento,2014,Kia Sorento
530,191 @ 6300 RPM,3594 lbs.,20 mpg,27 mpg,23 mpg,17.4 gallons,FWD,Regular,kia/sorento,2015,Kia Sorento
531,185 @ 6000 RPM,3832 lbs.,21 mpg,29 mpg,24 mpg,18.8 gallons,FWD,Regular,kia/sorento,2016,Kia Sorento
532,185 @ 6000 RPM,3832 lbs.,21 mpg,28 mpg,24 mpg,18.8 gallons,FWD,Regular,kia/sorento,2017,Kia Sorento
533,185 @ 6000 RPM,3832 lbs.,21 mpg,28 mpg,24 mpg,18.8 gallons,FWD,Regular,kia/sorento,2018,Kia Sorento
534,185 @ 6000 RPM,3854 lbs.,22 mpg,29 mpg,25 mpg,18.8 gallons,FWD,Regular,kia/sorento,2019,Kia Sorento
535,185 @ 6000 RPM,3854 lbs.,22 mpg,29 mpg,25 mpg,18.8 gallons,FWD,Regular,kia/sorento,2020,Kia Sorento
536,191 @ 6100 RPM,3794 lbs.,24 mpg,29 mpg,26 mpg,17.7 gallons,FWD,Regular,kia/sorento,2021,Kia Sorento
537,191 @ 6100 RPM,3794 lbs.,24 mpg,29 mpg,26 mpg,17.7 gallons,FWD,Regular,kia/sorento,2022,Kia Sorento
538,191 @ 6100 RPM,3715 lbs.,24 mpg,29 mpg,26 mpg,17.7 gallons,FWD,Regular,kia/sorento,2023,Kia Sorento
539,191 @ 6100 RPM,3814 lbs.,23 mpg,31 mpg,26 mpg,17.7 gallons,FWD,Regular,kia/sorento,2024,Kia Sorento
540,266 @ 5600 RPM,4645 lbs.,14 mpg,20 mpg,16 mpg,21.1 gallons,4WD,Premium,nissan/pathfinder,2010,Nissan Pathfinder
541,266 @ 5600 RPM,4779 lbs.,14 mpg,20 mpg,16 mpg,21.1 gallons,4WD,Premium,nissan/pathfinder,2011,Nissan Pathfinder
542,266 @ 5600 RPM,4795 lbs.,14 mpg,20 mpg,16 mpg,21.1 gallons,4WD,Premium,nissan/pathfinder,2012,Nissan Pathfinder
543,260 @ 6400 RPM,4149 lbs.,20 mpg,26 mpg,22 mpg,19.5 gallons,2WD,Regular,nissan/pathfinder,2013,Nissan Pathfinder
544,260 @ 6400 RPM,4330 lbs.,19 mpg,25 mpg,21 mpg,19.5 gallons,4WD,Regular,nissan/pathfinder,2014,Nissan Pathfinder
545,260 @ 6400 RPM,4260 lbs.,20 mpg,27 mpg,23 mpg,19.5 gallons,2WD,Regular,nissan/pathfinder,2015,Nissan Pathfinder
546,260 @ 6400 RPM,4429 lbs.,19 mpg,26 mpg,22 mpg,19.5 gallons,4WD,Regular,nissan/pathfinder,2016,Nissan Pathfinder
547,284 @ 6400 RPM,4292 lbs.,20 mpg,27 mpg,23 mpg,19.5 gallons,2WD,Regular,nissan/pathfinder,2017,Nissan Pathfinder
548,284 @ 6400 RPM,4292 lbs.,20 mpg,27 mpg,23 mpg,19.5 gallons,2WD,Regular,nissan/pathfinder,2018,Nissan Pathfinder
549,284 @ 6400 RPM,4292 lbs.,20 mpg,27 mpg,23 mpg,19.5 gallons,2WD,Regular,nissan/pathfinder,2019,Nissan Pathfinder
550,284 @ 6400 RPM,4287 lbs.,20 mpg,27 mpg,23 mpg,19.5 gallons,2WD,Regular,nissan/pathfinder,2020,Nissan Pathfinder
551,284 @ 6400 RPM,4317 lbs.,21 mpg,26 mpg,23 mpg,18.5 gallons,2WD,Regular,nissan/pathfinder,2022,Nissan Pathfinder
552,284 @ 6400 RPM,4317 lbs.,20 mpg,27 mpg,23 mpg,18.5 gallons,2WD,Regular,nissan/pathfinder,2023,Nissan Pathfinder
553,284 @ 6400 RPM,4317 lbs.,20 mpg,27 mpg,23 mpg,18.5 gallons,2WD,Regular,nissan/pathfinder,2024,Nissan Pathfinder
554,273 @ 6250 RPM,4546 lbs.,16 mpg,22 mpg,18 mpg,20.1 gallons,FWD,Regular,mazda/cx-9,2010,Mazda Cx-9
555,273 @ 6250 RPM,4330 lbs.,17 mpg,24 mpg,19 mpg,20.1 gallons,FWD,Regular,mazda/cx-9,2011,Mazda Cx-9
556,273 @ 6250 RPM,4328 lbs.,17 mpg,24 mpg,19 mpg,20.1 gallons,FWD,Regular,mazda/cx-9,2012,Mazda Cx-9
557,273 @ 6250 RPM,4317 lbs.,17 mpg,24 mpg,19 mpg,20.1 gallons,FWD,Regular,mazda/cx-9,2013,Mazda Cx-9
558,273 @ 6250 RPM,4323 lbs.,17 mpg,24 mpg,19 mpg,20.1 gallons,FWD,Regular,mazda/cx-9,2014,Mazda Cx-9
559,273 @ 6250 RPM,4323 lbs.,17 mpg,24 mpg,19 mpg,20.1 gallons,FWD,Regular,mazda/cx-9,2015,Mazda Cx-9
560,227 @ 5000 RPM,4054 lbs.,22 mpg,28 mpg,24 mpg,19.0 gallons,FWD,Regular,mazda/cx-9,2016,Mazda Cx-9
561,227 @ 5000 RPM,4144 lbs.,22 mpg,28 mpg,24 mpg,19.0 gallons,FWD,Regular,mazda/cx-9,2017,Mazda Cx-9
562,227 @ 5000 RPM,4166 lbs.,22 mpg,28 mpg,24 mpg,19.0 gallons,FWD,Regular,mazda/cx-9,2018,Mazda Cx-9
563,227 @ 5000 RPM,4217 lbs.,22 mpg,28 mpg,24 mpg,19.0 gallons,FWD,Regular,mazda/cx-9,2019,Mazda Cx-9
564,227 @ 5000 RPM,4225 lbs.,22 mpg,28 mpg,24 mpg,19.0 gallons,FWD,Regular,mazda/cx-9,2020,Mazda Cx-9
565,227 @ 5000 RPM,4236 lbs.,22 mpg,28 mpg,24 mpg,19.0 gallons,FWD,Regular,mazda/cx-9,2021,Mazda Cx-9
566,227 @ 5000 RPM,4409 lbs.,20 mpg,26 mpg,23 mpg,19.5 gallons,AWD,Regular,mazda/cx-9,2022,Mazda Cx-9
567,227 @ 5000 RPM,4409 lbs.,20 mpg,26 mpg,23 mpg,19.5 gallons,AWD,Regular,mazda/cx-9,2023,Mazda Cx-9
568,265 @ 6000 RPM,4043 lbs.,18 mpg,23 mpg,20 mpg,21.7 gallons,AWD,Premium,nissan/murano,2010,Nissan Murano
569,260 @ 6000 RPM,4025 lbs.,18 mpg,23 mpg,20 mpg,21.7 gallons,AWD,Regular,nissan/murano,2011,Nissan Murano
570,260 @ 6000 RPM,3980 lbs.,18 mpg,23 mpg,20 mpg,21.7 gallons,AWD,Premium,nissan/murano,2012,Nissan Murano
571,260 @ 6000 RPM,3958 lbs.,18 mpg,23 mpg,20 mpg,21.7 gallons,AWD,Regular,nissan/murano,2013,Nissan Murano
572,260 @ 6000 RPM,4011 lbs.,18 mpg,23 mpg,20 mpg,21.7 gallons,AWD,Regular,nissan/murano,2014,Nissan Murano
573,260 @ 6000 RPM,3935 lbs.,21 mpg,28 mpg,24 mpg,19.0 gallons,AWD,Regular,nissan/murano,2015,Nissan Murano
574,260 @ 6000 RPM,3920 lbs.,21 mpg,28 mpg,24 mpg,19.0 gallons,AWD,Regular,nissan/murano,2016,Nissan Murano
575,260 @ 6000 RPM,3914 lbs.,21 mpg,28 mpg,24 mpg,19.0 gallons,AWD,Regular,nissan/murano,2017,Nissan Murano
576,260 @ 6000 RPM,3928 lbs.,21 mpg,28 mpg,24 mpg,19.0 gallons,AWD,Regular,nissan/murano,2018,Nissan Murano
577,260 @ 6000 RPM,3968 lbs.,20 mpg,28 mpg,23 mpg,19.0 gallons,AWD,Regular,nissan/murano,2019,Nissan Murano
578,260 @ 6000 RPM,3968 lbs.,20 mpg,28 mpg,23 mpg,19.0 gallons,AWD,Regular,nissan/murano,2020,Nissan Murano
579,260 @ 6000 RPM,3978 lbs.,20 mpg,28 mpg,23 mpg,19.0 gallons,AWD,Regular,nissan/murano,2021,Nissan Murano
580,260 @ 6000 RPM,3978 lbs.,20 mpg,28 mpg,23 mpg,19.0 gallons,AWD,Regular,nissan/murano,2022,Nissan Murano
581,260 @ 6000 RPM,3865 lbs.,20 mpg,28 mpg,23 mpg,19.0 gallons,FWD,Regular,nissan/murano,2023,Nissan Murano
582,260 @ 6000 RPM,3926 lbs.,20 mpg,28 mpg,23 mpg,19.0 gallons,FWD,Regular,nissan/murano,2024,Nissan Murano
583,175 @ 6000 RPM,3725 lbs.,20 mpg,28 mpg,23 mpg,19.8 gallons,2WD,Regular,hyundai/santa-fe,2010,Hyundai Santa-fe
584,175 @ 6000 RPM,3725 lbs.,20 mpg,28 mpg,23 mpg,18.0 gallons,2WD,Regular,hyundai/santa-fe,2011,Hyundai Santa-fe
585,175 @ 6000 RPM,3725 lbs.,20 mpg,28 mpg,23 mpg,18.0 gallons,2WD,Regular,hyundai/santa-fe,2012,Hyundai Santa-fe
586,290 @ 6400 RPM,3869 lbs.,18 mpg,25 mpg,21 mpg,18.8 gallons,FWD,Regular,hyundai/santa-fe,2013,Hyundai Santa-fe
587,290 @ 6400 RPM,3933 lbs.,18 mpg,25 mpg,21 mpg,18.8 gallons,FWD,Regular,hyundai/santa-fe,2014,Hyundai Santa-fe
588,290 @ 6400 RPM,3933 lbs.,18 mpg,25 mpg,21 mpg,18.8 gallons,FWD,Regular,hyundai/santa-fe,2015,Hyundai Santa-fe
589,290 @ 6400 RPM,3933 lbs.,18 mpg,25 mpg,21 mpg,18.8 gallons,FWD,Regular,hyundai/santa-fe,2016,Hyundai Santa-fe
590,290 @ 6400 RPM,4026 lbs.,18 mpg,25 mpg,21 mpg,18.8 gallons,FWD,Regular,hyundai/santa-fe,2017,Hyundai Santa-fe
591,290 @ 6400 RPM,4026 lbs.,18 mpg,25 mpg,21 mpg,18.8 gallons,FWD,Regular,hyundai/santa-fe,2018,Hyundai Santa-fe
592,185 @ 6000 RPM,,22 mpg,29 mpg,25 mpg,18.8 gallons,FWD,Regular,hyundai/santa-fe,2019,Hyundai Santa-fe
593,185 @ 6000 RPM,,22 mpg,29 mpg,25 mpg,18.8 gallons,FWD,Regular,hyundai/santa-fe,2020,Hyundai Santa-fe
594,191 @ 6100 RPM,3649 lbs.,25 mpg,28 mpg,26 mpg,18.8 gallons,FWD,Regular,hyundai/santa-fe,2021,Hyundai Santa-fe
595,191 @ 6100 RPM,3649 lbs.,25 mpg,28 mpg,26 mpg,18.8 gallons,FWD,Regular,hyundai/santa-fe,2022,Hyundai Santa-fe
596,191 @ 6100 RPM,,25 mpg,28 mpg,26 mpg,17.7 gallons,FWD,Regular,hyundai/santa-fe,2023,Hyundai Santa-fe
597,277 @ 5800 RPM,4343 lbs.,20 mpg,29 mpg,24 mpg,17.7 gallons,FWD,Regular,hyundai/santa-fe,2024,Hyundai Santa-fe
598,288 @ 6300 RPM,4722 lbs.,17 mpg,24 mpg,19 mpg,22.0 gallons,2WD,Regular,gmc/acadia,2010,Gmc Acadia
599,288 @ 6300 RPM,4656 lbs.,17 mpg,24 mpg,19 mpg,22.0 gallons,2WD,Regular,gmc/acadia,2011,Gmc Acadia
600,288 @ 6300 RPM,4656 lbs.,17 mpg,24 mpg,19 mpg,22.0 gallons,2WD,Regular,gmc/acadia,2012,Gmc Acadia
601,288 @ 6300 RPM,4656 lbs.,17 mpg,24 mpg,19 mpg,22.0 gallons,2WD,Regular,gmc/acadia,2013,Gmc Acadia
602,288 @ 6300 RPM,4656 lbs.,17 mpg,24 mpg,19 mpg,22.0 gallons,2WD,Regular,gmc/acadia,2014,Gmc Acadia
603,281 @ 6300 RPM,4656 lbs.,17 mpg,24 mpg,19 mpg,22.0 gallons,FWD,Regular,gmc/acadia,2015,Gmc Acadia
604,281 @ 6300 RPM,4656 lbs.,15 mpg,22 mpg,18 mpg,22.0 gallons,FWD,Regular,gmc/acadia,2016,Gmc Acadia
605,194 @ 6300 RPM,3956 lbs.,21 mpg,26 mpg,23 mpg,19.0 gallons,FWD,Regular,gmc/acadia,2017,Gmc Acadia
606,194 @ 6300 RPM,,21 mpg,26 mpg,23 mpg,19.0 gallons,FWD,Regular,gmc/acadia,2018,Gmc Acadia
607,194 @ 6300 RPM,,21 mpg,26 mpg,23 mpg,19.0 gallons,FWD,Regular,gmc/acadia,2019,Gmc Acadia
608,193 @ 6300 RPM,3923 lbs.,21 mpg,27 mpg,23 mpg,19.0 gallons,FWD,Regular,gmc/acadia,2020,Gmc Acadia
609,193 @ 6300 RPM,3923 lbs.,21 mpg,27 mpg,23 mpg,19.0 gallons,FWD,Regular,gmc/acadia,2021,Gmc Acadia
610,228 @ 5000 RPM,4155 lbs.,22 mpg,29 mpg,25 mpg,19.0 gallons,FWD,Regular,gmc/acadia,2022,Gmc Acadia
611,228 @ 5000 RPM,4155 lbs.,22 mpg,29 mpg,25 mpg,19.4 gallons,FWD,Regular,gmc/acadia,2023,Gmc Acadia
612,328 @ 5500 RPM,,20 mpg,27 mpg,23 mpg,,FWD,Regular,gmc/acadia,2024,Gmc Acadia
613,285 @ 6400 RPM,4075 lbs.,16 mpg,20 mpg,18 mpg,22.5 gallons,4WD,Regular,jeep/wrangler-unlimited,2017,Jeep Wrangler-unlimited
614,285 @ 6400 RPM,4075 lbs.,16 mpg,20 mpg,18 mpg,22.5 gallons,4WD,Regular,jeep/wrangler-unlimited,2018,Jeep Wrangler-unlimited
615,285 @ 6400 RPM,4215 lbs.,18 mpg,23 mpg,20 mpg,21.5 gallons,4WD,Regular,jeep/wrangler-unlimited,2019,Jeep Wrangler-unlimited
616,285 @ 6400 RPM,4196 lbs.,18 mpg,22 mpg,20 mpg,21.5 gallons,4WD,Regular,jeep/wrangler-unlimited,2020,Jeep Wrangler-unlimited
617,270 @ 5250 RPM,3948 lbs.,21 mpg,24 mpg,22 mpg,21.5 gallons,4WD,Premium,jeep/wrangler-unlimited,2021,Jeep Wrangler-unlimited
618,285 @ 6400 RPM,3948 lbs.,19 mpg,24 mpg,21 mpg,21.5 gallons,4WD,Regular,jeep/wrangler-unlimited,2022,Jeep Wrangler-unlimited
619,285 @ 6400 RPM,4196 lbs.,17 mpg,23 mpg,19 mpg,21.5 gallons,4WD,Regular,jeep/wrangler-unlimited,2023,Jeep Wrangler-unlimited
620,280 @ 6000 RPM,4149 lbs.,19 mpg,24 mpg,21 mpg,19.5 gallons,AWD,Regular,honda/passport,2019,Honda Passport
621,280 @ 6000 RPM,4149 lbs.,19 mpg,24 mpg,21 mpg,19.5 gallons,AWD,Regular,honda/passport,2020,Honda Passport
622,280 @ 6000 RPM,4145 lbs.,19 mpg,24 mpg,21 mpg,19.5 gallons,AWD,Regular,honda/passport,2021,Honda Passport
623,280 @ 6000 RPM,4236 lbs.,19 mpg,24 mpg,21 mpg,19.5 gallons,AWD,Regular,honda/passport,2022,Honda Passport
624,280 @ 6000 RPM,4236 lbs.,19 mpg,24 mpg,21 mpg,19.5 gallons,AWD,Regular,honda/passport,2023,Honda Passport
625,280 @ 6000 RPM,4236 lbs.,19 mpg,24 mpg,21 mpg,19.5 gallons,AWD,Regular,honda/passport,2024,Honda Passport
626,260 @ 5600 RPM,4430 lbs.,21 mpg,27 mpg,23 mpg,19.3 gallons,AWD,Regular,subaru/ascent,2019,Subaru Ascent
627,260 @ 5600 RPM,4477 lbs.,21 mpg,27 mpg,23 mpg,19.3 gallons,AWD,Regular,subaru/ascent,2020,Subaru Ascent
628,260 @ 5600 RPM,4430 lbs.,21 mpg,27 mpg,23 mpg,19.3 gallons,AWD,Regular,subaru/ascent,2021,Subaru Ascent
629,260 @ 5600 RPM,4449 lbs.,21 mpg,27 mpg,23 mpg,19.3 gallons,AWD,Regular,subaru/ascent,2022,Subaru Ascent
630,260 @ 5600 RPM,4421 lbs.,20 mpg,26 mpg,22 mpg,19.3 gallons,AWD,Regular,subaru/ascent,2023,Subaru Ascent
631,260 @ 5600 RPM,4421 lbs.,20 mpg,26 mpg,22 mpg,19.3 gallons,AWD,Regular,subaru/ascent,2024,Subaru Ascent
632,193 @ 6300 RPM,3782 lbs.,22 mpg,27 mpg,24 mpg,19.4 gallons,FWD,Regular,chevrolet/blazer,2019,Chevrolet Blazer
633,193 @ 6300 RPM,3805 lbs.,21 mpg,27 mpg,23 mpg,19.4 gallons,FWD,Regular,chevrolet/blazer,2020,Chevrolet Blazer
634,193 @ 6300 RPM,3805 lbs.,21 mpg,27 mpg,23 mpg,19.4 gallons,FWD,Regular,chevrolet/blazer,2021,Chevrolet Blazer
635,228 @ 5500 RPM,3907 lbs.,22 mpg,29 mpg,25 mpg,19.4 gallons,FWD,Regular,chevrolet/blazer,2022,Chevrolet Blazer
636,228 @ 5500 RPM,3918 lbs.,22 mpg,29 mpg,25 mpg,19.4 gallons,FWD,Regular,chevrolet/blazer,2023,Chevrolet Blazer
637,228 @ 5000 RPM,3918 lbs.,22 mpg,29 mpg,25 mpg,19.4 gallons,FWD,Regular,chevrolet/blazer,2024,Chevrolet Blazer
638,291 @ 6000 RPM,4112 lbs.,20 mpg,26 mpg,23 mpg,18.8 gallons,FWD,Regular,kia/telluride,2020,Kia Telluride
639,291 @ 6000 RPM,4112 lbs.,20 mpg,26 mpg,23 mpg,18.8 gallons,FWD,Regular,kia/telluride,2021,Kia Telluride
640,291 @ 6000 RPM,4112 lbs.,20 mpg,26 mpg,23 mpg,18.8 gallons,FWD,Regular,kia/telluride,2022,Kia Telluride
641,291 @ 6000 RPM,4134 lbs.,20 mpg,26 mpg,23 mpg,18.8 gallons,FWD,Regular,kia/telluride,2023,Kia Telluride
642,291 @ 6000 RPM,4127 lbs.,19 mpg,26 mpg,22 mpg,18.8 gallons,FWD,Regular,hyundai/palisade,2020,Hyundai Palisade
643,291 @ 6000 RPM,4127 lbs.,19 mpg,26 mpg,22 mpg,18.8 gallons,FWD,Regular,hyundai/palisade,2021,Hyundai Palisade
644,291 @ 6000 RPM,4127 lbs.,19 mpg,26 mpg,22 mpg,18.8 gallons,FWD,Regular,hyundai/palisade,2022,Hyundai Palisade
645,291 @ 6000 RPM,4171 lbs.,19 mpg,27 mpg,22 mpg,18.8 gallons,FWD,Regular,hyundai/palisade,2023,Hyundai Palisade
646,291 @ 6000 RPM,4171 lbs.,19 mpg,26 mpg,22 mpg,18.8 gallons,FWD,Regular,hyundai/palisade,2024,Hyundai Palisade
647,235 @ 4500 RPM,4103 lbs.,21 mpg,24 mpg,22 mpg,18.6 gallons,FWD,Regular,volkswagen/atlas-cross-sport,2020,Volkswagen Atlas-cross-sport
648,235 @ 5000 RPM,4098 lbs.,21 mpg,24 mpg,22 mpg,19.5 gallons,FWD,Regular,volkswagen/atlas-cross-sport,2021,Volkswagen Atlas-cross-sport
649,235 @ 5400 RPM,4123 lbs.,21 mpg,25 mpg,23 mpg,18.6 gallons,FWD,Regular,volkswagen/atlas-cross-sport,2022,Volkswagen Atlas-cross-sport
650,235 @ 5400 RPM,4123 lbs.,21 mpg,25 mpg,23 mpg,18.6 gallons,FWD,Premium,volkswagen/atlas-cross-sport,2023,Volkswagen Atlas-cross-sport
651,269 @ 5500 RPM,4173 lbs.,20 mpg,27 mpg,23 mpg,18.6 gallons,FWD,Regular,volkswagen/atlas-cross-sport,2024,Volkswagen Atlas-cross-sport
652,,4825 lbs.,29 mpg,27 mpg,28 mpg,17.2 gallons,AWD,Regular,toyota/highlander-hybrid,2017,Toyota Highlander-hybrid
653,,4398 lbs.,30 mpg,28 mpg,29 mpg,19.2 gallons,AWD,Regular,toyota/highlander-hybrid,2018,Toyota Highlander-hybrid
654,,4398 lbs.,30 mpg,28 mpg,29 mpg,17.2 gallons,AWD,Regular,toyota/highlander-hybrid,2019,Toyota Highlander-hybrid
655,,4465 lbs.,35 mpg,35 mpg,35 mpg,17.1 gallons,AWD,Regular,toyota/highlander-hybrid,2020,Toyota Highlander-hybrid
656,,4465 lbs.,35 mpg,35 mpg,35 mpg,17.1 gallons,AWD,Regular,toyota/highlander-hybrid,2021,Toyota Highlander-hybrid
657,,,35 mpg,35 mpg,35 mpg,17.1 gallons,AWD,Regular,toyota/highlander-hybrid,2022,Toyota Highlander-hybrid
658,,,35 mpg,35 mpg,35 mpg,17.1 gallons,AWD,Regular,toyota/highlander-hybrid,2023,Toyota Highlander-hybrid
659,,4330 lbs.,36 mpg,35 mpg,36 mpg,17.1 gallons,FWD,Regular,toyota/highlander-hybrid,2024,Toyota Highlander-hybrid
660,290 @ 6400 RPM,4618 lbs.,19 mpg,26 mpg,21 mpg,23.0 gallons,2WD,Regular,jeep/grand-cherokee-l,2021,Jeep Grand-cherokee-l
661,293 @ 6400 RPM,4524 lbs.,19 mpg,26 mpg,21 mpg,23.0 gallons,2WD,Regular,jeep/grand-cherokee-l,2022,Jeep Grand-cherokee-l
662,293 @ 6400 RPM,4524 lbs.,19 mpg,26 mpg,21 mpg,23.0 gallons,2WD,Regular,jeep/grand-cherokee-l,2023,Jeep Grand-cherokee-l
663,293 @ 6400 RPM,4524 lbs.,19 mpg,26 mpg,21 mpg,23.0 gallons,2WD,Regular,jeep/grand-cherokee-l,2024,Jeep Grand-cherokee-l
664,182 @ 5800 RPM,3945 lbs.,21 mpg,29 mpg,24 mpg,17.7 gallons,FWD,Regular,toyota/venza,2010,Toyota Venza
665,182 @ 5800 RPM,3945 lbs.,21 mpg,27 mpg,23 mpg,17.7 gallons,FWD,Regular,toyota/venza,2011,Toyota Venza
666,182 @ 5800 RPM,3760 lbs.,21 mpg,27 mpg,23 mpg,17.7 gallons,FWD,Regular,toyota/venza,2012,Toyota Venza
667,181 @ 5800 RPM,3760 lbs.,20 mpg,26 mpg,23 mpg,17.7 gallons,FWD,Regular,toyota/venza,2013,Toyota Venza
668,181 @ 5800 RPM,3760 lbs.,20 mpg,26 mpg,23 mpg,17.7 gallons,FWD,Regular,toyota/venza,2014,Toyota Venza
669,181 @ 5800 RPM,3760 lbs.,20 mpg,26 mpg,23 mpg,17.7 gallons,FWD,Regular,toyota/venza,2015,Toyota Venza
670,,3847 lbs.,40 mpg,37 mpg,39 mpg,14.5 gallons,AWD,Regular,toyota/venza,2021,Toyota Venza
671,,3847 lbs.,40 mpg,37 mpg,39 mpg,14.5 gallons,AWD,Regular,toyota/venza,2022,Toyota Venza
672,,3847 lbs.,40 mpg,37 mpg,39 mpg,14.5 gallons,AWD,Regular,toyota/venza,2023,Toyota Venza
673,,5907 lbs.,21 mpg,22 mpg,21 mpg,24.0 gallons,4WD,Regular,chevrolet/tahoe,2010,Chevrolet Tahoe
674,,5907 lbs.,20 mpg,23 mpg,21 mpg,25.0 gallons,4WD,Regular,chevrolet/tahoe,2011,Chevrolet Tahoe
675,320 @ 5400 RPM,5567 lbs.,15 mpg,21 mpg,17 mpg,26.0 gallons,2WD,Regular,chevrolet/tahoe,2012,Chevrolet Tahoe
676,,5956 lbs.,20 mpg,23 mpg,21 mpg,25.0 gallons,4WD,Regular,chevrolet/tahoe,2013,Chevrolet Tahoe
677,320 @ 5400 RPM,5694 lbs.,15 mpg,21 mpg,17 mpg,26.0 gallons,4WD,Regular,chevrolet/tahoe,2014,Chevrolet Tahoe
678,355 @ 5600 RPM,5545 lbs.,16 mpg,22 mpg,18 mpg,26.0 gallons,4WD,Regular,chevrolet/tahoe,2015,Chevrolet Tahoe
679,355 @ 5600 RPM,5355 lbs.,16 mpg,23 mpg,18 mpg,26.0 gallons,2WD,Regular,chevrolet/tahoe,2016,Chevrolet Tahoe
680,355 @ 5600 RPM,5356 lbs.,16 mpg,23 mpg,19 mpg,26.0 gallons,2WD,Regular,chevrolet/tahoe,2017,Chevrolet Tahoe
681,355 @ 5600 RPM,5355 lbs.,16 mpg,23 mpg,19 mpg,26.0 gallons,2WD,Regular,chevrolet/tahoe,2018,Chevrolet Tahoe
682,355 @ 5600 RPM,5355 lbs.,15 mpg,23 mpg,18 mpg,26.0 gallons,2WD,Regular,chevrolet/tahoe,2019,Chevrolet Tahoe
683,355 @ 5600 RPM,5355 lbs.,15 mpg,22 mpg,18 mpg,26.0 gallons,2WD,Regular,chevrolet/tahoe,2020,Chevrolet Tahoe
684,355 @ 5600 RPM,5473 lbs.,16 mpg,20 mpg,18 mpg,24.0 gallons,2WD,Regular,chevrolet/tahoe,2021,Chevrolet Tahoe
685,355 @ 5600 RPM,5473 lbs.,15 mpg,20 mpg,17 mpg,24.0 gallons,2WD,Regular,chevrolet/tahoe,2022,Chevrolet Tahoe
686,355 @ 5600 RPM,5473 lbs.,15 mpg,20 mpg,17 mpg,24.0 gallons,2WD,Regular,chevrolet/tahoe,2023,Chevrolet Tahoe
687,355 @ 5600 RPM,5473 lbs.,15 mpg,20 mpg,17 mpg,24.0 gallons,2WD,Regular,chevrolet/tahoe,2024,Chevrolet Tahoe
688,320 @ 5400 RPM,5846 lbs.,15 mpg,21 mpg,17 mpg,31.0 gallons,2WD,Regular,chevrolet/suburban,2010,Chevrolet Suburban
689,320 @ 5400 RPM,5846 lbs.,15 mpg,21 mpg,17 mpg,31.0 gallons,2WD,Regular,chevrolet/suburban,2011,Chevrolet Suburban
690,320 @ 5400 RPM,5672 lbs.,15 mpg,21 mpg,17 mpg,31.0 gallons,2WD,Regular,chevrolet/suburban,2012,Chevrolet Suburban
691,320 @ 5400 RPM,5674 lbs.,15 mpg,21 mpg,17 mpg,31.0 gallons,2WD,Regular,chevrolet/suburban,2013,Chevrolet Suburban
692,320 @ 5400 RPM,5674 lbs.,15 mpg,21 mpg,17 mpg,31.0 gallons,2WD,Regular,chevrolet/suburban,2014,Chevrolet Suburban
693,355 @ 5600 RPM,5546 lbs.,16 mpg,23 mpg,18 mpg,26.0 gallons,2WD,Regular,chevrolet/suburban,2015,Chevrolet Suburban
694,,5546 lbs.,16 mpg,23 mpg,18 mpg,31.0 gallons,2WD,Regular,chevrolet/suburban,2016,Chevrolet Suburban
695,355 @ 5600 RPM,5587 lbs.,16 mpg,23 mpg,19 mpg,31.0 gallons,2WD,Regular,chevrolet/suburban,2017,Chevrolet Suburban
