,Horsepower,Curb Weight,City MPG,Highway MPG,Combined MPG,Fuel Capacity,Drivetrain,Recommended Fuel,Car Model,Year,Model Full Name
1176,,3395 lbs.,45 mpg,38 mpg,42 mpg,10.6 gallons,AWD,Regular,toyota/corolla-cross-hybrid,2023,Toyota Corolla-cross-hybrid
1177,,3497 lbs.,40 mpg,44 mpg,42 mpg,15.9 gallons,FWD,Regular,hyundai/sonata-hybrid,2016,Hyundai Sonata-hybrid
1178,,3497 lbs.,38 mpg,43 mpg,40 mpg,15.9 gallons,FWD,Regular,hyundai/sonata-hybrid,2017,Hyundai Sonata-hybrid
1179,,3497 lbs.,40 mpg,46 mpg,42 mpg,15.9 gallons,FWD,Regular,hyundai/sonata-hybrid,2018,Hyundai Sonata-hybrid
1180,,3497 lbs.,40 mpg,46 mpg,42 mpg,15.9 gallons,FWD,Regular,hyundai/sonata-hybrid,2019,Hyundai Sonata-hybrid
1181,,3325 lbs.,50 mpg,54 mpg,52 mpg,13.2 gallons,FWD,Regular,hyundai/sonata-hybrid,2020,Hyundai Sonata-hybrid
1182,,3325 lbs.,50 mpg,54 mpg,52 mpg,13.2 gallons,FWD,Regular,hyundai/sonata-hybrid,2021,Hyundai Sonata-hybrid
1183,,3325 lbs.,50 mpg,54 mpg,52 mpg,13.2 gallons,FWD,Regular,hyundai/sonata-hybrid,2022,Hyundai Sonata-hybrid
1184,,3325 lbs.,50 mpg,54 mpg,52 mpg,13.2 gallons,FWD,Regular,hyundai/sonata-hybrid,2023,Hyundai Sonata-hybrid
1185,,3439 lbs.,44 mpg,51 mpg,47 mpg,13.2 gallons,FWD,Regular,hyundai/sonata-hybrid,2024,Hyundai Sonata-hybrid
1186,,3496 lbs.,36 mpg,40 mpg,38 mpg,17.2 gallons,FWD,Regular,kia/optima-hybrid,2015,Kia Optima-hybrid
1187,,3496 lbs.,36 mpg,40 mpg,38 mpg,17.2 gallons,FWD,Regular,kia/optima-hybrid,2016,Kia Optima-hybrid
1188,,3486 lbs.,39 mpg,46 mpg,42 mpg,15.9 gallons,FWD,Regular,kia/optima-hybrid,2017,Kia Optima-hybrid
1189,,3486 lbs.,39 mpg,46 mpg,42 mpg,15.9 gallons,FWD,Regular,kia/optima-hybrid,2018,Kia Optima-hybrid
1190,,3486 lbs.,39 mpg,45 mpg,41 mpg,15.9 gallons,FWD,Regular,kia/optima-hybrid,2019,Kia Optima-hybrid
1191,,3496 lbs.,40 mpg,45 mpg,42 mpg,15.9 gallons,FWD,Regular,kia/optima-hybrid,2020,Kia Optima-hybrid
1192,,3042 lbs.,51 mpg,48 mpg,50 mpg,11.9 gallons,FWD,Regular,toyota/prius,2010,Toyota Prius
1193,,3042 lbs.,51 mpg,48 mpg,50 mpg,11.9 gallons,FWD,Regular,toyota/prius,2011,Toyota Prius
1194,,3042 lbs.,51 mpg,48 mpg,50 mpg,11.9 gallons,FWD,Regular,toyota/prius,2012,Toyota Prius
1195,,3042 lbs.,51 mpg,48 mpg,50 mpg,11.9 gallons,FWD,Regular,toyota/prius,2013,Toyota Prius
1196,,3042 lbs.,51 mpg,48 mpg,50 mpg,11.9 gallons,FWD,Regular,toyota/prius,2014,Toyota Prius
1197,,3072 lbs.,51 mpg,48 mpg,50 mpg,11.9 gallons,FWD,Regular,toyota/prius,2015,Toyota Prius
1198,,3010 lbs.,54 mpg,50 mpg,52 mpg,11.3 gallons,FWD,Regular,toyota/prius,2016,Toyota Prius
1199,,,,,,11.3 gallons,FWD,Regular,toyota/prius,2017,Toyota Prius
1200,,3075 lbs.,,,,11.3 gallons,FWD,Regular,toyota/prius,2018,Toyota Prius
1201,,3010 lbs.,54 mpg,50 mpg,52 mpg,11.3 gallons,FWD,Regular,toyota/prius,2019,Toyota Prius
1202,,3010 lbs.,54 mpg,50 mpg,52 mpg,11.3 gallons,FWD,Regular,toyota/prius,2020,Toyota Prius
1203,,3010 lbs.,58 mpg,53 mpg,56 mpg,11.3 gallons,FWD,Regular,toyota/prius,2021,Toyota Prius
1204,,3040 lbs.,54 mpg,50 mpg,52 mpg,11.3 gallons,FWD,Regular,toyota/prius,2022,Toyota Prius
1205,,3097 lbs.,57 mpg,56 mpg,57 mpg,11.3 gallons,FWD,Regular,toyota/prius,2023,Toyota Prius
1206,,2500 lbs.,53 mpg,46 mpg,50 mpg,9.5 gallons,FWD,Regular,toyota/prius-c,2012,Toyota Prius-c
1207,,2500 lbs.,53 mpg,46 mpg,50 mpg,9.5 gallons,FWD,Regular,toyota/prius-c,2013,Toyota Prius-c
1208,,2500 lbs.,53 mpg,46 mpg,50 mpg,9.5 gallons,FWD,Regular,toyota/prius-c,2014,Toyota Prius-c
1209,,2500 lbs.,53 mpg,46 mpg,50 mpg,9.5 gallons,FWD,Regular,toyota/prius-c,2015,Toyota Prius-c
1210,,2500 lbs.,53 mpg,46 mpg,50 mpg,9.5 gallons,FWD,Regular,toyota/prius-c,2016,Toyota Prius-c
1211,,2530 lbs.,48 mpg,43 mpg,46 mpg,9.5 gallons,FWD,Regular,toyota/prius-c,2017,Toyota Prius-c
1212,,2530 lbs.,48 mpg,43 mpg,46 mpg,9.5 gallons,FWD,Regular,toyota/prius-c,2018,Toyota Prius-c
1213,,2530 lbs.,48 mpg,43 mpg,46 mpg,9.5 gallons,FWD,Regular,toyota/prius-c,2019,Toyota Prius-c
1214,170 @ 5700 RPM,3230 lbs.,23 mpg,30 mpg,25 mpg,14.5 gallons,FWD,Regular,volkswagen/jetta,2010,Volkswagen Jetta
1215,115 @ 5200 RPM,2804 lbs.,23 mpg,29 mpg,25 mpg,14.5 gallons,FWD,Regular,volkswagen/jetta,2011,Volkswagen Jetta
1216,170 @ 5700 RPM,3018 lbs.,24 mpg,31 mpg,26 mpg,14.5 gallons,FWD,Regular,volkswagen/jetta,2012,Volkswagen Jetta
1217,,3312 lbs.,42 mpg,48 mpg,44 mpg,11.9 gallons,FWD,Premium,volkswagen/jetta,2013,Volkswagen Jetta
1218,,3074 lbs.,25 mpg,36 mpg,29 mpg,14.5 gallons,FWD,Regular,volkswagen/jetta,2014,Volkswagen Jetta
1219,115 @ 5200 RPM,2941 lbs.,22 mpg,33 mpg,26 mpg,14.5 gallons,FWD,Regular,volkswagen/jetta,2015,Volkswagen Jetta
1220,150 @ 5000 RPM,3025 lbs.,28 mpg,39 mpg,32 mpg,14.5 gallons,FWD,Regular,volkswagen/jetta,2016,Volkswagen Jetta
1221,150 @ 5000 RPM,3025 lbs.,28 mpg,38 mpg,32 mpg,14.5 gallons,FWD,Regular,volkswagen/jetta,2017,Volkswagen Jetta
1222,150 @ 5000 RPM,3009 lbs.,28 mpg,38 mpg,32 mpg,14.5 gallons,FWD,Regular,volkswagen/jetta,2018,Volkswagen Jetta
1223,147 @ 5000 RPM,2970 lbs.,30 mpg,40 mpg,34 mpg,13.2 gallons,FWD,Regular,volkswagen/jetta,2019,Volkswagen Jetta
1224,147 @ 5000 RPM,,30 mpg,40 mpg,34 mpg,13.2 gallons,FWD,Regular,volkswagen/jetta,2020,Volkswagen Jetta
1225,147 @ 5000 RPM,2965 lbs.,29 mpg,39 mpg,33 mpg,13.5 gallons,FWD,Regular,volkswagen/jetta,2021,Volkswagen Jetta
1226,158 @ 5500 RPM,2989 lbs.,31 mpg,41 mpg,35 mpg,13.2 gallons,FWD,Regular,volkswagen/jetta,2022,Volkswagen Jetta
1227,158 @ 5500 RPM,2915 lbs.,29 mpg,42 mpg,34 mpg,13.2 gallons,FWD,Regular,volkswagen/jetta,2023,Volkswagen Jetta
1228,158 @ 5500 RPM,2895 lbs.,29 mpg,42 mpg,34 mpg,13.2 gallons,FWD,Regular,volkswagen/jetta,2024,Volkswagen Jetta
1229,,3550 lbs.,50 mpg,45 mpg,47 mpg,15.8 gallons,FWD,Regular,honda/accord-hybrid,2014,Honda Accord-hybrid
1230,,3550 lbs.,50 mpg,45 mpg,47 mpg,15.8 gallons,FWD,Regular,honda/accord-hybrid,2015,Honda Accord-hybrid
1231,,3483 lbs.,49 mpg,47 mpg,48 mpg,15.8 gallons,FWD,Regular,honda/accord-hybrid,2017,Honda Accord-hybrid
1232,,3342 lbs.,47 mpg,47 mpg,47 mpg,12.8 gallons,FWD,Regular,honda/accord-hybrid,2018,Honda Accord-hybrid
1233,,3377 lbs.,48 mpg,48 mpg,48 mpg,12.8 gallons,FWD,Regular,honda/accord-hybrid,2019,Honda Accord-hybrid
1234,,3342 lbs.,48 mpg,47 mpg,48 mpg,12.8 gallons,FWD,Regular,honda/accord-hybrid,2020,Honda Accord-hybrid
1235,,3326 lbs.,48 mpg,48 mpg,48 mpg,12.8 gallons,FWD,Regular,honda/accord-hybrid,2021,Honda Accord-hybrid
1236,,3326 lbs.,48 mpg,47 mpg,47 mpg,12.8 gallons,FWD,Regular,honda/accord-hybrid,2022,Honda Accord-hybrid
1237,,3477 lbs.,46 mpg,41 mpg,44 mpg,12.8 gallons,FWD,Regular,honda/accord-hybrid,2023,Honda Accord-hybrid
1238,,3477 lbs.,46 mpg,41 mpg,44 mpg,12.8 gallons,FWD,Regular,honda/accord-hybrid,2024,Honda Accord-hybrid
1239,,,57 mpg,59 mpg,58 mpg,11.9 gallons,FWD,Regular,hyundai/ioniq-hybrid,2017,Hyundai Ioniq-hybrid
1240,,2996 lbs.,57 mpg,59 mpg,58 mpg,11.9 gallons,FWD,Regular,hyundai/ioniq-hybrid,2018,Hyundai Ioniq-hybrid
1241,,2996 lbs.,57 mpg,59 mpg,58 mpg,11.9 gallons,FWD,Regular,hyundai/ioniq-hybrid,2019,Hyundai Ioniq-hybrid
1242,,3031 lbs.,55 mpg,54 mpg,55 mpg,11.9 gallons,FWD,Regular,hyundai/ioniq-hybrid,2020,Hyundai Ioniq-hybrid
1243,,2996 lbs.,58 mpg,60 mpg,59 mpg,11.9 gallons,FWD,Regular,hyundai/ioniq-hybrid,2021,Hyundai Ioniq-hybrid
1244,,2996 lbs.,58 mpg,60 mpg,59 mpg,11.9 gallons,FWD,Regular,hyundai/ioniq-hybrid,2022,Hyundai Ioniq-hybrid
1245,,3485 lbs.,42 mpg,38 mpg,40 mpg,17.0 gallons,FWD,Regular,toyota/camry-hybrid,2017,Toyota Camry-hybrid
1246,,3549 lbs.,44 mpg,47 mpg,46 mpg,13.0 gallons,FWD,Regular,toyota/camry-hybrid,2018,Toyota Camry-hybrid
1247,,3472 lbs.,51 mpg,53 mpg,52 mpg,13.0 gallons,FWD,Regular,toyota/camry-hybrid,2019,Toyota Camry-hybrid
1248,,3472 lbs.,51 mpg,53 mpg,52 mpg,13.2 gallons,FWD,Regular,toyota/camry-hybrid,2020,Toyota Camry-hybrid
1249,,3480 lbs.,51 mpg,53 mpg,52 mpg,13.2 gallons,FWD,Regular,toyota/camry-hybrid,2021,Toyota Camry-hybrid
1250,,3480 lbs.,51 mpg,53 mpg,52 mpg,13.2 gallons,FWD,Regular,toyota/camry-hybrid,2022,Toyota Camry-hybrid
1251,,3594 lbs.,40 mpg,39 mpg,40 mpg,17.0 gallons,FWD,Regular,toyota/avalon-hybrid,2017,Toyota Avalon-hybrid
1252,,3594 lbs.,40 mpg,39 mpg,40 mpg,17.0 gallons,FWD,Regular,toyota/avalon-hybrid,2018,Toyota Avalon-hybrid
1253,,3638 lbs.,43 mpg,43 mpg,43 mpg,13.2 gallons,FWD,Regular,toyota/avalon-hybrid,2019,Toyota Avalon-hybrid
1254,,3638 lbs.,43 mpg,44 mpg,44 mpg,13.2 gallons,FWD,Regular,toyota/avalon-hybrid,2020,Toyota Avalon-hybrid
1255,,3610 lbs.,43 mpg,44 mpg,44 mpg,13.2 gallons,FWD,Regular,toyota/avalon-hybrid,2021,Toyota Avalon-hybrid
1256,,3610 lbs.,43 mpg,44 mpg,44 mpg,13.2 gallons,FWD,Regular,toyota/avalon-hybrid,2022,Toyota Avalon-hybrid
1257,,2727 lbs.,40 mpg,43 mpg,41 mpg,10.6 gallons,FWD,Regular,honda/insight,2010,Honda Insight
1258,,2717 lbs.,40 mpg,43 mpg,41 mpg,10.6 gallons,FWD,Regular,honda/insight,2011,Honda Insight
1259,,2761 lbs.,41 mpg,44 mpg,42 mpg,10.6 gallons,FWD,Regular,honda/insight,2012,Honda Insight
1260,,2762 lbs.,41 mpg,44 mpg,42 mpg,10.6 gallons,FWD,Regular,honda/insight,2013,Honda Insight
1261,,2747 lbs.,41 mpg,44 mpg,42 mpg,10.6 gallons,FWD,Regular,honda/insight,2014,Honda Insight
1262,,2987 lbs.,55 mpg,49 mpg,52 mpg,10.6 gallons,FWD,Regular,honda/insight,2019,Honda Insight
1263,,2987 lbs.,55 mpg,49 mpg,52 mpg,10.6 gallons,FWD,Regular,honda/insight,2020,Honda Insight
1264,,3000 lbs.,55 mpg,49 mpg,52 mpg,10.6 gallons,FWD,Regular,honda/insight,2021,Honda Insight
1265,,3000 lbs.,55 mpg,49 mpg,52 mpg,10.6 gallons,FWD,Regular,honda/insight,2022,Honda Insight
1266,138 @ 6000 RPM,2723 lbs.,26 mpg,35 mpg,29 mpg,14.0 gallons,FWD,Regular,hyundai/elantra,2010,Hyundai Elantra
1267,138 @ 6000 RPM,2969 lbs.,23 mpg,30 mpg,26 mpg,14.0 gallons,FWD,Regular,hyundai/elantra,2011,Hyundai Elantra
1268,138 @ 6000 RPM,3112 lbs.,23 mpg,30 mpg,26 mpg,14.0 gallons,FWD,Regular,hyundai/elantra,2012,Hyundai Elantra
1269,148 @ 6500 RPM,2729 lbs.,27 mpg,37 mpg,31 mpg,12.8 gallons,FWD,Regular,hyundai/elantra,2013,Hyundai Elantra
1270,173 @ 6500 RPM,2908 lbs.,24 mpg,33 mpg,27 mpg,13.2 gallons,FWD,Regular,hyundai/elantra,2014,Hyundai Elantra
1271,145 @ 6500 RPM,2818 lbs.,28 mpg,38 mpg,32 mpg,12.8 gallons,FWD,Regular,hyundai/elantra,2015,Hyundai Elantra
1272,145 @ 6500 RPM,2818 lbs.,28 mpg,38 mpg,32 mpg,12.8 gallons,FWD,Regular,hyundai/elantra,2016,Hyundai Elantra
1273,147 @ 6200 RPM,2811 lbs.,28 mpg,37 mpg,32 mpg,14.0 gallons,FWD,Regular,hyundai/elantra,2017,Hyundai Elantra
1274,147 @ 6200 RPM,2811 lbs.,28 mpg,37 mpg,32 mpg,14.0 gallons,FWD,Regular,hyundai/elantra,2018,Hyundai Elantra
1275,147 @ 6200 RPM,2844 lbs.,28 mpg,37 mpg,32 mpg,14.0 gallons,FWD,Regular,hyundai/elantra,2019,Hyundai Elantra
1276,147 @ 6200 RPM,2844 lbs.,31 mpg,41 mpg,35 mpg,14.0 gallons,FWD,Regular,hyundai/elantra,2020,Hyundai Elantra
1277,147 @ 6200 RPM,2868 lbs.,33 mpg,43 mpg,37 mpg,12.4 gallons,FWD,Regular,hyundai/elantra,2021,Hyundai Elantra
1278,147 @ 6200 RPM,2868 lbs.,33 mpg,43 mpg,37 mpg,12.4 gallons,FWD,Regular,hyundai/elantra,2022,Hyundai Elantra
1279,147 @ 6200 RPM,2868 lbs.,33 mpg,42 mpg,37 mpg,12.4 gallons,FWD,Regular,hyundai/elantra,2023,Hyundai Elantra
1280,147 @ 6200 RPM,2868 lbs.,32 mpg,41 mpg,36 mpg,12.4 gallons,FWD,Regular,hyundai/elantra,2024,Hyundai Elantra
1281,,3050 lbs.,53 mpg,52 mpg,52 mpg,13.2 gallons,FWD,Regular,toyota/corolla-hybrid,2020,Toyota Corolla-hybrid
1282,,2850 lbs.,53 mpg,52 mpg,52 mpg,11.4 gallons,FWD,Regular,toyota/corolla-hybrid,2021,Toyota Corolla-hybrid
1283,,2850 lbs.,53 mpg,52 mpg,52 mpg,11.4 gallons,FWD,Regular,toyota/corolla-hybrid,2022,Toyota Corolla-hybrid
1284,,2850 lbs.,53 mpg,46 mpg,50 mpg,11.3 gallons,FWD,Regular,toyota/corolla-hybrid,2023,Toyota Corolla-hybrid
1285,,2965 lbs.,53 mpg,56 mpg,54 mpg,11.0 gallons,FWD,Regular,hyundai/elantra-hybrid,2023,Hyundai Elantra-hybrid
1286,,2965 lbs.,51 mpg,58 mpg,54 mpg,11.0 gallons,FWD,Regular,hyundai/elantra-hybrid,2024,Hyundai Elantra-hybrid
1287,,4652 lbs.,30 mpg,28 mpg,29 mpg,17.2 gallons,AWD,Premium,lexus/rx,2010,Lexus Rx
1288,275 @ 6200 RPM,4343 lbs.,18 mpg,24 mpg,20 mpg,19.2 gallons,AWD,Premium,lexus/rx,2011,Lexus Rx
1289,270 @ 6200 RPM,4343 lbs.,18 mpg,24 mpg,20 mpg,19.2 gallons,AWD,Premium,lexus/rx,2012,Lexus Rx
1290,270 @ 6200 RPM,4510 lbs.,18 mpg,24 mpg,20 mpg,19.2 gallons,AWD,Regular,lexus/rx,2013,Lexus Rx
1291,270 @ 6200 RPM,4343 lbs.,18 mpg,24 mpg,20 mpg,19.2 gallons,AWD,Regular,lexus/rx,2014,Lexus Rx
1292,270 @ 6200 RPM,4343 lbs.,18 mpg,24 mpg,20 mpg,19.2 gallons,AWD,Regular,lexus/rx,2015,Lexus Rx
1293,295 @ 6300 RPM,4387 lbs.,19 mpg,26 mpg,22 mpg,19.2 gallons,AWD,Regular,lexus/rx,2016,Lexus Rx
1294,295 @ 6300 RPM,4387 lbs.,19 mpg,26 mpg,22 mpg,19.2 gallons,AWD,Regular,lexus/rx,2017,Lexus Rx
1295,295 @ 6300 RPM,4387 lbs.,19 mpg,26 mpg,22 mpg,19.2 gallons,AWD,Regular,lexus/rx,2018,Lexus Rx
1296,295 @ 6300 RPM,4387 lbs.,19 mpg,26 mpg,22 mpg,19.2 gallons,AWD,Regular,lexus/rx,2019,Lexus Rx
1297,295 @ 6300 RPM,4387 lbs.,19 mpg,26 mpg,22 mpg,19.2 gallons,AWD,Regular,lexus/rx,2020,Lexus Rx
1298,295 @ 6300 RPM,4387 lbs.,19 mpg,26 mpg,22 mpg,19.2 gallons,AWD,Premium,lexus/rx,2021,Lexus Rx
1299,295 @ 6300 RPM,4387 lbs.,19 mpg,26 mpg,22 mpg,19.2 gallons,AWD,Regular,lexus/rx,2022,Lexus Rx
1300,275 @ 6000 RPM,4155 lbs.,22 mpg,29 mpg,25 mpg,17.8 gallons,FWD,Premium,lexus/rx,2023,Lexus Rx
1301,270 @ 6500 RPM,4244 lbs.,18 mpg,23 mpg,20 mpg,19.8 gallons,AWD,Premium,audi/q5,2010,Audi Q5
1302,211 @ 4300 RPM,4090 lbs.,20 mpg,27 mpg,22 mpg,19.8 gallons,AWD,Premium,audi/q5,2011,Audi Q5
1303,211 @ 4300 RPM,4090 lbs.,20 mpg,27 mpg,22 mpg,19.8 gallons,AWD,Premium,audi/q5,2012,Audi Q5
1304,211 @ 4300 RPM,4079 lbs.,20 mpg,28 mpg,23 mpg,19.8 gallons,AWD,Premium,audi/q5,2013,Audi Q5
1305,220 @ 4450 RPM,4079 lbs.,20 mpg,28 mpg,23 mpg,19.8 gallons,AWD,Premium,audi/q5,2014,Audi Q5
1306,220 @ 4450 RPM,4090 lbs.,20 mpg,28 mpg,23 mpg,19.8 gallons,AWD,Premium,audi/q5,2015,Audi Q5
1307,220 @ 4450 RPM,4090 lbs.,20 mpg,28 mpg,23 mpg,19.8 gallons,AWD,Premium,audi/q5,2016,Audi Q5
1308,220 @ 4450 RPM,4090 lbs.,20 mpg,27 mpg,22 mpg,19.8 gallons,AWD,Premium,audi/q5,2017,Audi Q5
1309,252 @ 5000 RPM,,23 mpg,27 mpg,25 mpg,18.5 gallons,AWD,Premium,audi/q5,2018,Audi Q5
1310,252 @ 5000 RPM,4045 lbs.,22 mpg,27 mpg,24 mpg,18.5 gallons,AWD,Premium,audi/q5,2019,Audi Q5
1311,248 hp,4045 lbs.,22 mpg,28 mpg,24 mpg,18.5 gallons,AWD,Premium,audi/q5,2020,Audi Q5
1312,248 hp,4079 lbs.,23 mpg,28 mpg,25 mpg,18.5 gallons,AWD,Premium,audi/q5,2021,Audi Q5
1313,201 hp,4079 lbs.,23 mpg,29 mpg,25 mpg,18.5 gallons,AWD,Premium,audi/q5,2022,Audi Q5
1314,201 hp,4079 lbs.,23 mpg,29 mpg,25 mpg,,AWD,Premium,audi/q5,2023,Audi Q5
1315,201 hp,4079 lbs.,23 mpg,29 mpg,26 mpg,18.5 gallons,AWD,Premium,audi/q5,2024,Audi Q5
1316,235 @ 4800 RPM,3940 lbs.,22 mpg,28 mpg,25 mpg,15.9 gallons,FWD,Premium,lexus/nx,2015,Lexus Nx
1317,235 @ 4800 RPM,3940 lbs.,22 mpg,28 mpg,25 mpg,15.9 gallons,FWD,Premium,lexus/nx,2016,Lexus Nx
1318,235 @ 4800 RPM,3940 lbs.,22 mpg,28 mpg,25 mpg,15.9 gallons,FWD,Premium,lexus/nx,2017,Lexus Nx
1319,235 @ 4800 RPM,3940 lbs.,22 mpg,28 mpg,25 mpg,15.9 gallons,FWD,Premium,lexus/nx,2018,Lexus Nx
1320,235 @ 4800 RPM,3940 lbs.,22 mpg,28 mpg,25 mpg,15.9 gallons,FWD,Premium,lexus/nx,2019,Lexus Nx
1321,235 @ 4800 RPM,3940 lbs.,22 mpg,28 mpg,25 mpg,15.9 gallons,FWD,Premium,lexus/nx,2020,Lexus Nx
1322,235 @ 4800 RPM,3940 lbs.,22 mpg,28 mpg,25 mpg,15.9 gallons,FWD,Premium,lexus/nx,2021,Lexus Nx
1323,203 @ 6600 RPM,3660 lbs.,26 mpg,33 mpg,28 mpg,14.5 gallons,FWD,Regular,lexus/nx,2022,Lexus Nx
1324,203 @ 6600 RPM,3660 lbs.,26 mpg,33 mpg,28 mpg,14.5 gallons,FWD,Regular,lexus/nx,2023,Lexus Nx
1325,203 @ 6600 RPM,3660 lbs.,26 mpg,33 mpg,28 mpg,14.5 gallons,FWD,Regular,lexus/nx,2024,Lexus Nx
1326,,4625 lbs.,25 mpg,28 mpg,26 mpg,19.5 gallons,AWD,Regular,infiniti/qx60,2014,Infiniti Qx60
1327,,4678 lbs.,25 mpg,28 mpg,26 mpg,19.5 gallons,AWD,Regular,infiniti/qx60,2015,Infiniti Qx60
1328,265 @ 6400 RPM,4515 lbs.,19 mpg,26 mpg,22 mpg,19.5 gallons,AWD,Premium,infiniti/qx60,2016,Infiniti Qx60
1329,295 @ 6400 RPM,4519 lbs.,19 mpg,26 mpg,22 mpg,19.5 gallons,AWD,Premium,infiniti/qx60,2017,Infiniti Qx60
1330,295 @ 6400 RPM,4526 lbs.,19 mpg,26 mpg,22 mpg,19.5 gallons,AWD,Premium,infiniti/qx60,2018,Infiniti Qx60
1331,295 @ 6400 RPM,4524 lbs.,19 mpg,26 mpg,22 mpg,19.5 gallons,AWD,Premium,infiniti/qx60,2020,Infiniti Qx60
1332,295 @ 6400 RPM,,20 mpg,25 mpg,22 mpg,,AWD,Premium,infiniti/qx60,2022,Infiniti Qx60
1333,295 @ 6400 RPM,,21 mpg,26 mpg,23 mpg,,FWD,Premium,infiniti/qx60,2023,Infiniti Qx60
1334,295 @ 6400 RPM,4393 lbs.,21 mpg,26 mpg,23 mpg,18.5 gallons,FWD,Premium,infiniti/qx60,2024,Infiniti Qx60
1335,,4471 lbs.,26 mpg,27 mpg,27 mpg,19.5 gallons,AWD,Premium,acura/mdx-sport-hybrid,2017,Acura Mdx-sport-hybrid
1336,,4471 lbs.,26 mpg,27 mpg,27 mpg,19.4 gallons,AWD,Premium,acura/mdx-sport-hybrid,2018,Acura Mdx-sport-hybrid
1337,,4471 lbs.,26 mpg,27 mpg,27 mpg,19.4 gallons,AWD,Premium,acura/mdx-sport-hybrid,2019,Acura Mdx-sport-hybrid
1338,,4471 lbs.,26 mpg,27 mpg,27 mpg,19.4 gallons,AWD,Premium,acura/mdx-sport-hybrid,2020,Acura Mdx-sport-hybrid
1339,169 @ 6600 RPM,3307 lbs.,22 mpg,28 mpg,25 mpg,12.4 gallons,FWD,Regular,lexus/ux,2019,Lexus Ux
1340,169 @ 6600 RPM,3307 lbs.,29 mpg,37 mpg,33 mpg,12.4 gallons,FWD,Regular,lexus/ux,2020,Lexus Ux
1341,169 @ 6600 RPM,3307 lbs.,29 mpg,37 mpg,32 mpg,12.4 gallons,FWD,Regular,lexus/ux,2021,Lexus Ux
1342,169 @ 6600 RPM,3307 lbs.,29 mpg,37 mpg,32 mpg,12.4 gallons,FWD,Regular,lexus/ux,2022,Lexus Ux
1343,,3483 lbs.,43 mpg,41 mpg,42 mpg,10.6 gallons,FWD,Regular,lexus/ux,2023,Lexus Ux
1344,,3483 lbs.,43 mpg,41 mpg,42 mpg,10.6 gallons,FWD,Regular,lexus/ux,2024,Lexus Ux
1345,375 @ 6500 RPM,5697 lbs.,12 mpg,18 mpg,14 mpg,27.6 gallons,4WD,Premium,land-rover/range-rover,2010,Land-rover Range-rover
1346,375 @ 6500 RPM,5697 lbs.,12 mpg,18 mpg,14 mpg,27.6 gallons,4WD,Premium,land-rover/range-rover,2011,Land-rover Range-rover
1347,375 @ 6500 RPM,5697 lbs.,12 mpg,18 mpg,14 mpg,27.6 gallons,4WD,Premium,land-rover/range-rover,2012,Land-rover Range-rover
1348,510 @ 6000 RPM,5137 lbs.,13 mpg,19 mpg,15 mpg,27.7 gallons,4WD,Premium,land-rover/range-rover,2013,Land-rover Range-rover
1349,340 @ 6500 RPM,4918 lbs.,17 mpg,23 mpg,19 mpg,27.7 gallons,4WD,Premium,land-rover/range-rover,2014,Land-rover Range-rover
1350,340 @ 6500 RPM,4918 lbs.,17 mpg,23 mpg,19 mpg,27.7 gallons,4WD,Premium,land-rover/range-rover,2015,Land-rover Range-rover
1351,340 @ 6500 RPM,,17 mpg,23 mpg,19 mpg,27.7 gallons,4WD,Premium,land-rover/range-rover,2016,Land-rover Range-rover
1352,340 @ 6500 RPM,4817 lbs.,17 mpg,23 mpg,19 mpg,27.7 gallons,4WD,Premium,land-rover/range-rover,2017,Land-rover Range-rover
1353,518 @ 6000 RPM,5254 lbs.,14 mpg,19 mpg,16 mpg,27.3 gallons,4WD,Premium,land-rover/range-rover,2018,Land-rover Range-rover
1354,340 @ 6500 RPM,,17 mpg,23 mpg,19 mpg,27.3 gallons,4WD,Premium,land-rover/range-rover,2019,Land-rover Range-rover
1355,355 @ 5500 RPM,4974 lbs.,19 mpg,24 mpg,21 mpg,27.6 gallons,4WD,Premium,land-rover/range-rover,2020,Land-rover Range-rover
1356,355 @ 5500 RPM,4974 lbs.,18 mpg,23 mpg,20 mpg,27.5 gallons,4WD,Premium,land-rover/range-rover,2021,Land-rover Range-rover
1357,395 @ 5500 RPM,4974 lbs.,18 mpg,23 mpg,20 mpg,27.5 gallons,4WD,Premium,land-rover/range-rover,2022,Land-rover Range-rover
1358,395 @ 5500 RPM,4974 lbs.,19 mpg,24 mpg,21 mpg,23.8 gallons,4WD,Premium,land-rover/range-rover,2023,Land-rover Range-rover
1359,395 @ 5500 RPM,4974 lbs.,19 mpg,25 mpg,21 mpg,23.8 gallons,AWD,Premium,land-rover/range-rover,2024,Land-rover Range-rover
1360,211 @ 6000 RPM,3527 lbs.,23 mpg,30 mpg,26 mpg,17.2 gallons,FWD,Premium,audi/a4,2010,Audi A4
1361,211 @ 4300 RPM,3527 lbs.,22 mpg,30 mpg,25 mpg,17.2 gallons,FWD,Premium,audi/a4,2011,Audi A4
1362,211 @ 4300 RPM,3505 lbs.,22 mpg,30 mpg,25 mpg,16.9 gallons,FWD,Premium,audi/a4,2012,Audi A4
1363,211 @ 4300 RPM,3692 lbs.,20 mpg,30 mpg,24 mpg,16.1 gallons,AWD,Premium,audi/a4,2013,Audi A4
1364,220 @ 4450 RPM,3693 lbs.,20 mpg,29 mpg,24 mpg,16.1 gallons,AWD,Premium,audi/a4,2014,Audi A4
